#CONFIG#{"theme": "light", "font_size": 16, "window_width": 2048, "window_height": 1189, "font_family": "Microsoft YaHei UI"}
时间,科目,题干,正确答案,附件路径,难度,合集
2026-01-26 07:51:13,语文,下列各句中，没有语病的一句是,结合语境和成语的含义，C项使用恰当。,无,困难,
2026-02-18 18:30:26,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用配方法或求导法找到函数的最小值点。,attachment_7648.pdf,简单,
2026-01-31 00:01:53,语文,下列词语中，没有错别字的一组是,理解文言文中的实词、虚词、句式，推断文意。,attachment_7649.pdf,中等,
2026-02-01 21:37:31,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",根据椭圆的标准方程和离心率公式计算。,无,困难,
2026-02-20 21:06:49,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,将函数化为辅助角公式的形式求最值。,无,中等,
2026-01-29 01:57:56,语文,下列句子中，加点字的读音完全正确的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,简单,
2026-02-05 15:54:16,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用配方法或求导法找到函数的最小值点。,无,简单,
2026-02-02 06:17:05,语文,下列各句中，没有语病的一句是,熟悉文学常识，准确判断各选项的正误。,attachment_7654.pdf,简单,
2026-02-20 05:29:13,语文,下列各句中，没有语病的一句是,分析句子结构，找出语病类型并修正。,无,困难,
2026-02-16 14:38:55,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,无,困难,
2026-02-03 07:45:54,语文,下列各句中，加点的成语使用恰当的一句是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_7657.pdf,中等,
2026-02-15 01:23:47,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,无,中等,
2026-02-11 18:49:21,语文,下列各句中，加点的成语使用恰当的一句是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_7659.pdf,简单,
2026-02-08 02:55:06,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,求导后分析导函数的符号确定单调区间。,无,困难,
2026-02-06 06:58:33,语文,下列各句中，加点的成语使用恰当的一句是,结合语境和成语的含义，C项使用恰当。,attachment_7661.pdf,困难,
2026-02-17 17:11:12,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用正态分布的对称性求解概率。,attachment_7662.pdf,中等,
2026-01-29 02:51:54,语文,现代文阅读：阅读下面的文字，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,简单,
2026-01-28 20:34:35,语文,文言文阅读：阅读下面的文言文，完成题目,分析句子结构，找出语病类型并修正。,无,困难,
2026-02-01 09:38:37,语文,古诗词鉴赏：阅读下面这首诗，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,中等,
2026-02-03 02:48:31,语文,下列词语中，没有错别字的一组是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_7666.pdf,中等,
2026-02-05 19:05:41,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,利用配方法或求导法找到函数的最小值点。,无,困难,
2026-02-13 14:47:36,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正态分布的对称性求解概率。,attachment_7668.pdf,中等,
2026-01-24 21:21:00,语文,文言文阅读：阅读下面的文言文，完成题目,熟练背诵名篇名句，准确填写。,无,简单,
2026-01-24 19:46:41,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用正态分布的对称性求解概率。,无,简单,
2026-02-18 12:51:35,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正态分布的对称性求解概率。,无,简单,
2026-02-15 01:18:34,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用复数除法法则和模的定义计算。,无,困难,
2026-02-02 17:28:15,语文,下列词语中，没有错别字的一组是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,attachment_7673.pdf,简单,
2026-01-26 10:18:27,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,attachment_7674.pdf,简单,
2026-01-28 21:47:36,语文,文言文阅读：阅读下面的文言文，完成题目,根据上下文和词义辨析，选择最合适的解释。,无,简单,
2026-02-12 02:12:16,语文,下列文学常识的表述，错误的一项是,根据上下文和词义辨析，选择最合适的解释。,无,困难,
2026-01-28 23:21:52,语文,古诗词鉴赏：阅读下面这首诗，完成题目,理解文言文中的实词、虚词、句式，推断文意。,无,困难,
2026-02-21 08:30:54,语文,下列文学常识的表述，错误的一项是,分析句子结构，找出语病类型并修正。,attachment_7678.pdf,困难,
2026-01-28 17:19:24,语文,现代文阅读：阅读下面的文字，完成题目,把握文章主旨，理解作者观点态度。,attachment_7679.pdf,困难,
2026-02-03 11:35:33,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-02-06 03:59:26,语文,下列各句中，加点的成语使用恰当的一句是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-01-27 13:15:22,语文,下列文学常识的表述，错误的一项是,结合语境和成语的含义，C项使用恰当。,无,中等,
2026-01-29 22:32:13,语文,对下列句子中加点词语的解释，不正确的一项是,根据上下文和词义辨析，选择最合适的解释。,无,简单,
2026-02-17 06:57:22,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用线性规划的方法求目标函数的最值。,无,困难,
2026-01-24 01:40:31,数学,设函数 f(x) = ln x - ax (a > 0)，则 f(x) 的单调递增区间为,运用等差数列的通项公式和前n项和公式求解。,无,简单,
2026-02-11 01:19:34,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,利用向量垂直的条件 a·b = 0 求解。,无,中等,
2026-02-19 02:43:04,语文,现代文阅读：阅读下面的文字，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-02-11 06:28:12,语文,下列文学常识的表述，错误的一项是,熟悉文学常识，准确判断各选项的正误。,attachment_7688.pdf,中等,
2026-02-20 04:38:20,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",将函数化为辅助角公式的形式求最值。,无,中等,
2026-01-27 02:24:25,语文,下列各句中，没有语病的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-02-18 12:04:14,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-01-26 03:50:37,数学,若复数 z = (1+i)/(1-i)，则 |z| 的值为,运用等差数列的通项公式和前n项和公式求解。,无,简单,
2026-01-24 01:56:04,语文,现代文阅读：阅读下面的文字，完成题目,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-13 04:03:51,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用复数除法法则和模的定义计算。,attachment_7694.pdf,困难,
2026-02-05 22:34:21,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用线性规划的方法求目标函数的最值。,无,中等,
2026-02-08 08:10:17,语文,古诗词鉴赏：阅读下面这首诗，完成题目,分析句子结构，找出语病类型并修正。,无,中等,
2026-01-22 07:30:44,语文,下列文学常识的表述，错误的一项是,理解文言文中的实词、虚词、句式，推断文意。,无,简单,
2026-01-27 01:07:07,语文,古诗文默写：补写出下列名篇名句中的空缺部分,根据上下文和词义辨析，选择最合适的解释。,attachment_7698.pdf,困难,
2026-02-14 13:41:16,数学,在三角形 ABC 中，若 sin A : sin B : sin C = 3 : 4 : 5，则 cos C =,利用向量垂直的条件 a·b = 0 求解。,无,简单,
2026-01-31 22:10:18,数学,函数 f(x) = sin x + cos x 的最大值为,利用正弦定理和余弦定理解决三角形问题。,attachment_7700.pdf,简单,
2026-02-10 23:22:45,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,利用配方法或求导法找到函数的最小值点。,无,中等,
2026-02-15 04:56:31,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",将函数化为辅助角公式的形式求最值。,attachment_7702.pdf,困难,
2026-02-09 18:02:23,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",将函数化为辅助角公式的形式求最值。,attachment_7703.pdf,中等,
2026-02-14 22:19:22,语文,现代文阅读：阅读下面的文字，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_7704.pdf,中等,
2026-02-11 06:36:27,数学,函数 f(x) = sin x + cos x 的最大值为,利用复数除法法则和模的定义计算。,attachment_7705.pdf,简单,
2026-02-08 19:29:42,语文,古诗文默写：补写出下列名篇名句中的空缺部分,结合语境和成语的含义，C项使用恰当。,attachment_7706.pdf,中等,
2026-02-17 14:37:31,语文,文言文阅读：阅读下面的文言文，完成题目,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,中等,
2026-02-01 06:47:32,语文,下列句子中，加点字的读音完全正确的一项是,结合语境和成语的含义，C项使用恰当。,attachment_7708.pdf,简单,
2026-01-29 16:20:40,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",根据椭圆的标准方程和离心率公式计算。,attachment_7709.pdf,中等,
2026-02-06 16:16:32,语文,下列各句中，没有语病的一句是,熟悉文学常识，准确判断各选项的正误。,attachment_7710.pdf,中等,
2026-01-27 11:52:54,数学,"若 x, y 满足约束条件，则 z = x + y 的最大值为",利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-02-11 18:32:13,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正弦定理和余弦定理解决三角形问题。,无,中等,
2026-02-12 09:20:21,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正弦定理和余弦定理解决三角形问题。,无,简单,
2026-02-10 16:31:08,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,运用等差数列的通项公式和前n项和公式求解。,无,中等,
2026-02-03 09:12:01,数学,"设等差数列 {an} 的前 n 项和为 Sn，若 a3 = 5, S5 = 25，则 a10 =",利用正态分布的对称性求解概率。,attachment_7715.pdf,困难,
2026-01-24 15:52:42,语文,古诗词鉴赏：阅读下面这首诗，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,中等,
2026-01-27 07:37:49,语文,文言文阅读：阅读下面的文言文，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,简单,
2026-02-19 14:29:01,语文,古诗文默写：补写出下列名篇名句中的空缺部分,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-01-31 21:16:40,数学,已知函数 f(x) = x² + 2x + 1，则 f(x) 的最小值是,根据椭圆的标准方程和离心率公式计算。,无,简单,
2026-02-12 09:27:22,语文,对下列句子中加点词语的解释，不正确的一项是,结合语境和成语的含义，C项使用恰当。,无,简单,
2026-02-19 20:39:03,语文,下列句子中，加点字的读音完全正确的一项是,熟练背诵名篇名句，准确填写。,无,中等,
2026-02-21 14:15:49,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用复数除法法则和模的定义计算。,无,中等,
2026-01-28 04:16:31,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",将函数化为辅助角公式的形式求最值。,无,简单,
2026-01-29 17:10:45,语文,文言文阅读：阅读下面的文言文，完成题目,根据汉字的读音规则和声调，正确答案是B选项。,无,简单,
2026-01-24 20:25:02,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用配方法或求导法找到函数的最小值点。,attachment_7725.pdf,困难,
2026-02-04 09:27:26,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",根据椭圆的标准方程和离心率公式计算。,无,困难,
2026-02-14 12:25:35,语文,下列词语中，没有错别字的一组是,分析句子结构，找出语病类型并修正。,无,困难,
2026-02-14 04:47:35,语文,下列词语中，没有错别字的一组是,分析句子结构，找出语病类型并修正。,无,简单,
2026-02-19 02:51:22,语文,古诗词鉴赏：阅读下面这首诗，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_7729.pdf,简单,
2026-01-22 16:56:55,语文,下列句子中，加点字的读音完全正确的一项是,熟练背诵名篇名句，准确填写。,attachment_7730.pdf,中等,
2026-02-05 01:02:26,语文,下列各句中，没有语病的一句是,从诗歌的意境、表达技巧等角度分析，得出答案。,attachment_7731.pdf,中等,
2026-01-25 18:25:15,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,利用正态分布的对称性求解概率。,无,中等,
2026-02-20 00:00:46,语文,下列各句中，没有语病的一句是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-12 16:42:19,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用线性规划的方法求目标函数的最值。,无,中等,
2026-02-19 05:19:04,语文,对下列句子中加点词语的解释，不正确的一项是,通过分析各选项中的汉字结构和用法，确定A项为正确答案。,无,简单,
2026-02-10 04:39:57,语文,古诗词鉴赏：阅读下面这首诗，完成题目,根据上下文和词义辨析，选择最合适的解释。,无,困难,
2026-02-02 12:30:32,语文,下列各句中，没有语病的一句是,理解文言文中的实词、虚词、句式，推断文意。,无,中等,
2026-02-13 08:55:49,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",利用正弦定理和余弦定理解决三角形问题。,无,困难,
2026-02-14 06:53:49,语文,对下列句子中加点词语的解释，不正确的一项是,从诗歌的意境、表达技巧等角度分析，得出答案。,无,简单,
2026-01-24 00:49:48,数学,椭圆 x²/4 + y²/3 = 1 的离心率为,将函数化为辅助角公式的形式求最值。,无,中等,
2026-02-20 00:20:17,语文,古诗词鉴赏：阅读下面这首诗，完成题目,从诗歌的意境、表达技巧等角度分析，得出答案。,无,中等,
2026-02-15 15:33:54,数学,"设随机变量 X ~ N(2, 4)，则 P(X > 2) =",运用等差数列的通项公式和前n项和公式求解。,attachment_7742.pdf,困难,
2026-01-24 16:48:16,数学,"已知向量 a = (1, 2), b = (x, 4)，若 a ⊥ b，则 x =",利用配方法或求导法找到函数的最小值点。,attachment_7743.pdf,中等,
